"","?",">50%","0","0.11","1","10","100","15","20","25","3%","30","35","40","45","5","5%","50","60","65","70","70%","75","80","85","90","95","GIS","Hard to say","Human Geography","na"
"Frequency",2,1,5,1,2,10,9,3,3,4,1,12,1,5,1,5,1,40,18,2,14,1,10,22,3,11,2,2,1,1,1
"Percentage",1.03092783505155,0.515463917525773,2.57731958762887,0.515463917525773,1.03092783505155,5.15463917525773,4.63917525773196,1.54639175257732,1.54639175257732,2.06185567010309,0.515463917525773,6.18556701030928,0.515463917525773,2.57731958762887,0.515463917525773,2.57731958762887,0.515463917525773,20.6185567010309,9.27835051546392,1.03092783505155,7.21649484536082,0.515463917525773,5.15463917525773,11.340206185567,1.54639175257732,5.67010309278351,1.03092783505155,1.03092783505155,0.515463917525773,0.515463917525773,0.515463917525773
